new,old,loc
Vitvi00g00917,VIT_00s0759g00010,LOC100852483
Vitvi00g00918,VIT_00s0760g00010,LOC100852529
Vitvi00g00921,VIT_00s0762g00040,LOC100852643
Vitvi00g00922,VIT_00s0769g00010,LOC100266654
Vitvi00g00923,VIT_00s0771g00010,LOC100241399
Vitvi00g00924,VIT_00s0771g00020,LOC100263660
Vitvi00g00927,VIT_00s0783g00010,LOC104878506
Vitvi00g00929,VIT_00s0787g00010,LOC104878507
Vitvi00g00930,VIT_00s0787g00020,LOC104878508
Vitvi00g00931,VIT_00s0790g00010,
Vitvi00g00932,VIT_00s0790g00020,LOC100853341
Vitvi00g00934,VIT_00s0800g00010,LOC100853373
Vitvi00g00935,VIT_00s0804g00010,LOC100853492
Vitvi00g00936,VIT_00s0804g00020,LOC100256691
Vitvi00g00937,VIT_00s0809g00030,
Vitvi00g00938,,LOC104878517
Vitvi00g00940,VIT_00s0817g00010,LOC100264766
Vitvi00g00941,VIT_00s0818g00010,LOC100241488
Vitvi00g00943,VIT_00s0824g00010,LOC100853826
Vitvi00g00944,VIT_00s0824g00020,LOC100267933
Vitvi00g00945,VIT_00s0829g00010,LOC104878522
Vitvi00g00948,VIT_00s0835g00020,
Vitvi00g00949,VIT_00s0840g00010,LOC100258512
Vitvi00g00950,VIT_00s0841g00010,LOC104878527
Vitvi00g00951,VIT_00s0841g00030,LOC100854058
Vitvi00g00955,VIT_00s0847g00020,LOC100244313
Vitvi00g00956,VIT_00s0848g00010,LOC104878531
Vitvi00g00957,VIT_00s0852g00010,
Vitvi00g00959,VIT_00s0854g00030,
Vitvi00g00960,VIT_00s0854g00040,
Vitvi00g00963,VIT_00s0862g00010,LOC100854206
Vitvi00g00963,VIT_00s0862g00020,LOC100854206
Vitvi00g00966,VIT_00s0865g00020,LOC100264757
Vitvi00g00967,VIT_00s0865g00030,LOC100251194
Vitvi00g00968,VIT_00s0868g00010,LOC100854363
Vitvi00g00969,VIT_00s0868g00020,LOC100261342
Vitvi00g00970,VIT_00s0868g00030,LOC100247731
Vitvi00g00973,VIT_00s0873g00010,
Vitvi00g00974,VIT_00s0873g00020,
Vitvi00g00975,VIT_00s0875g00010,LOC100247110
Vitvi00g00976,VIT_00s0878g00020,LOC100251454
Vitvi00g00977,VIT_00s0878g00030,LOC100246310
Vitvi00g00978,,LOC100854681
Vitvi00g00979,VIT_00s0880g00020,LOC100260733
Vitvi00g00983,VIT_00s0897g00010,LOC104878542
Vitvi00g00984,,LOC104878543
Vitvi00g00987,VIT_00s0904g00010,LOC100240959
Vitvi00g00989,VIT_00s0908g00010,LOC100245152
Vitvi00g00990,VIT_00s0912g00010,LOC100854907
Vitvi00g00991,VIT_00s0914g00010,LOC104878547
Vitvi00g00994,VIT_00s0918g00010,LOC100242847
Vitvi00g00996,,LOC100265135
Vitvi00g00997,VIT_00s0920g00010,
Vitvi00g00999,VIT_00s0920g00020,LOC100855126
Vitvi00g01000,VIT_00s0921g00030,LOC100244483
Vitvi00g01001,VIT_00s0927g00010,LOC100258597
Vitvi00g01003,VIT_00s0945g00010,LOC100855363
Vitvi00g01006,VIT_00s0956g00010,LOC100852423
Vitvi00g01007,VIT_00s0956g00020,LOC100855401
Vitvi00g01008,VIT_00s0956g00030,LOC100852457
Vitvi00g01010,VIT_00s0958g00010,LOC104878556
Vitvi00g01011,VIT_00s0958g00020,LOC100249097
Vitvi00g01012,VIT_00s0960g00040,LOC100852540
Vitvi00g01012,VIT_00s0960g00020,LOC100852540
Vitvi00g01012,VIT_00s0960g00010,LOC100852540
Vitvi00g01013,VIT_00s0961g00020,LOC104878557
Vitvi00g01018,VIT_00s0983g00010,LOC100242910
Vitvi00g01020,VIT_00s0988g00010,LOC100852791
Vitvi00g01022,VIT_00s1003g00010,LOC100261790
Vitvi00g01024,VIT_00s1008g00010,LOC104878568
Vitvi00g01025,VIT_00s1008g00020,LOC104878569
Vitvi00g01031,VIT_00s1052g00020,LOC104878573
Vitvi00g01032,VIT_00s1183g00010,LOC100853051
Vitvi00g01036,,LOC100853209
Vitvi00g01041,VIT_00s1197g00010,LOC104878575
Vitvi00g01044,VIT_00s1203g00010,LOC100853250
Vitvi00g01045,VIT_00s1205g00020,
Vitvi00g01047,VIT_00s1211g00010,LOC100853350
Vitvi00g01048,VIT_00s1211g00020,LOC100241640
Vitvi00g01050,VIT_00s1216g00020,LOC100247491
Vitvi00g01051,VIT_00s1217g00010,LOC100251487
Vitvi00g01052,VIT_00s1220g00010,LOC100853616
Vitvi00g01054,VIT_00s1224g00020,LOC104878583
Vitvi00g01054,VIT_00s1224g00020,LOC104878582
Vitvi00g01055,VIT_00s1227g00010,LOC100853658
Vitvi00g01056,VIT_00s1231g00010,LOC100261676
Vitvi00g01057,VIT_00s1238g00010,LOC100853925
Vitvi00g01058,,LOC104878587
Vitvi00g01059,VIT_00s1241g00010,LOC100259031
Vitvi00g01060,VIT_00s1247g00010,LOC100854040
Vitvi00g01061,VIT_00s1247g00020,LOC100854002
Vitvi00g01062,VIT_00s1251g00010,LOC100243794
Vitvi00g01063,VIT_00s1255g00020,LOC100854109
Vitvi00g01063,VIT_00s1255g00010,LOC100854109
Vitvi00g01065,VIT_00s1256g00010,LOC104878591
Vitvi00g01066,VIT_00s1261g00030,
Vitvi00g01067,,LOC104878593
Vitvi00g01069,VIT_00s1274g00010,LOC100854177
Vitvi00g01073,VIT_00s1286g00010,LOC100854305
Vitvi00g01074,VIT_00s1286g00020,LOC100854341
Vitvi00g01075,VIT_00s1287g00010,LOC100854372
Vitvi00g01076,VIT_00s1290g00010,LOC100255900
Vitvi00g01078,VIT_00s1306g00010,LOC100854548
Vitvi00g01080,VIT_00s1309g00010,LOC100854648
Vitvi00g01081,VIT_00s1313g00020,LOC100256229
Vitvi00g01081,VIT_00s1313g00010,LOC100256229
Vitvi00g01083,VIT_00s1314g00010,LOC100242433
Vitvi00g01084,VIT_00s1317g00010,
Vitvi00g01087,VIT_00s1322g00010,LOC100854977
Vitvi00g01088,VIT_00s1323g00010,LOC100855020
Vitvi00g01090,VIT_00s1326g00010,LOC104878600
Vitvi00g01092,VIT_00s1331g00020,
Vitvi00g01093,VIT_00s1333g00010,LOC100855113
Vitvi00g01094,VIT_00s1336g00020,
Vitvi00g01095,VIT_00s1339g00010,LOC104878602
Vitvi00g01096,VIT_00s1348g00020,
Vitvi00g01097,VIT_00s1352g00010,LOC100244588
Vitvi00g01098,VIT_00s1353g00010,LOC100855393
Vitvi00g01099,VIT_00s1359g00020,LOC100852599
Vitvi00g01099,VIT_00s1360g00010,LOC100852599
Vitvi00g01101,VIT_00s1361g00010,LOC104878607
Vitvi00g01102,VIT_00s1365g00010,LOC100260224
Vitvi00g01103,VIT_00s1372g00010,LOC100243298
Vitvi00g01104,VIT_00s1372g00020,LOC100248422
Vitvi00g01105,VIT_00s1373g00010,LOC100254837
Vitvi00g01106,VIT_00s1373g00020,LOC104878608
Vitvi00g01107,VIT_00s1384g00010,
Vitvi00g01108,VIT_00s1386g00020,LOC104878610
Vitvi00g01109,VIT_00s1395g00010,LOC100853078
Vitvi00g01110,VIT_00s1397g00020,LOC100853117
Vitvi00g01110,VIT_00s1397g00010,LOC100853117
Vitvi00g01113,VIT_00s1403g00010,LOC100245130
Vitvi00g01114,VIT_00s1405g00010,LOC104878612
Vitvi00g01118,VIT_00s1427g00010,LOC104878613
Vitvi00g01119,VIT_00s1428g00010,LOC100853237
Vitvi00g01120,VIT_00s1429g00010,
Vitvi00g01121,VIT_00s1437g00010,LOC100853374
Vitvi00g01122,VIT_00s1448g00010,
Vitvi00g01123,VIT_00s1450g00010,LOC100260091
Vitvi00g01127,VIT_00s1458g00010,LOC100246759
Vitvi00g01128,VIT_00s1488g00010,LOC100853717
Vitvi00g01129,VIT_00s1488g00020,LOC100853752
Vitvi00g01130,,LOC104878618
Vitvi00g01131,VIT_00s1490g00010,
Vitvi00g01132,VIT_00s1492g00010,
Vitvi00g01135,VIT_00s1525g00010,LOC100244845
Vitvi00g01136,,LOC100854100
Vitvi00g01138,VIT_00s1536g00010,
Vitvi00g01142,VIT_00s1543g00010,LOC100854249
Vitvi00g01144,VIT_00s1546g00010,LOC100854298
Vitvi00g01145,VIT_00s1547g00010,LOC100854331
Vitvi00g01146,VIT_00s1553g00010,LOC100854364
Vitvi00g01148,VIT_00s1557g00010,
Vitvi00g01149,VIT_00s1557g00020,
Vitvi00g01151,VIT_00s1566g00010,LOC100251545
Vitvi00g01153,,LOC104878626
Vitvi00g01154,VIT_00s1569g00020,LOC100262221
Vitvi00g01156,,LOC104878628
Vitvi00g01157,VIT_00s1584g00010,
Vitvi00g01158,,LOC104878629
Vitvi00g01159,VIT_00s1595g00010,
Vitvi00g01161,VIT_00s1596g00010,LOC100854601
Vitvi00g01162,VIT_00s1602g00010,
Vitvi00g01163,VIT_00s1603g00010,LOC100854635
Vitvi00g01164,VIT_00s1608g00010,
Vitvi00g01168,VIT_00s1623g00010,LOC100854740
Vitvi00g01172,VIT_00s1643g00010,LOC100854827
Vitvi00g01174,VIT_00s1658g00010,
Vitvi00g01175,VIT_00s1664g00010,LOC100854967
Vitvi00g01176,VIT_00s1665g00010,LOC100241557
Vitvi00g01178,VIT_00s1674g00010,LOC104877272
Vitvi00g01179,VIT_00s1677g00010,LOC100267732
Vitvi00g01180,VIT_00s1677g00020,
Vitvi00g01184,VIT_00s1682g00020,LOC100242139
Vitvi00g01186,VIT_00s1683g00010,LOC100855204
Vitvi00g01188,VIT_00s1693g00010,LOC104878642
Vitvi00g01191,VIT_00s1707g00010,
Vitvi00g01192,VIT_00s1715g00010,LOC100251394
Vitvi00g01196,VIT_00s1739g00010,
Vitvi00g01197,VIT_00s1751g00010,
Vitvi00g01199,,LOC100249614
Vitvi00g01200,VIT_00s1764g00020,LOC100253000
Vitvi00g01210,VIT_00s1818g00010,LOC100259049
Vitvi00g01211,VIT_00s1818g00020,LOC104878649
Vitvi00g01212,,LOC100255794
Vitvi00g01215,VIT_00s1847g00010,LOC100264315
Vitvi00g01217,VIT_00s1850g00010,
Vitvi00g01218,VIT_00s1864g00010,LOC100853029
Vitvi00g01219,VIT_00s1869g00010,LOC104878653
Vitvi00g01222,VIT_00s1877g00010,LOC100853065
Vitvi00g01223,VIT_00s1881g00010,LOC100853105
Vitvi00g01224,VIT_00s1889g00010,
Vitvi00g01225,,LOC100247668
Vitvi00g01226,VIT_00s1916g00010,LOC104878655
Vitvi00g01227,VIT_00s1918g00010,LOC100853305
Vitvi00g01228,VIT_00s1923g00010,
Vitvi00g01230,VIT_00s1937g00010,LOC100853400
Vitvi00g01231,VIT_00s1944g00010,LOC100853439
Vitvi00g01234,VIT_00s1946g00010,
Vitvi00g01238,VIT_00s1959g00010,LOC104878658
Vitvi00g01239,VIT_00s1963g00010,
Vitvi00g01242,VIT_00s1987g00010,LOC104878659
Vitvi00g01243,VIT_00s1995g00010,LOC100256754
Vitvi00g01246,,LOC104878660
Vitvi00g01247,,LOC100853671
Vitvi00g01248,VIT_00s2015g00020,LOC100853816
Vitvi00g01251,VIT_00s2037g00010,
Vitvi00g01252,VIT_00s2038g00010,LOC100853906
Vitvi00g01257,VIT_00s2071g00010,
Vitvi00g01258,VIT_00s2077g00010,
Vitvi00g01259,VIT_00s2077g00020,LOC100854084
Vitvi00g01260,VIT_00s2082g00010,LOC100266439
Vitvi00g01261,VIT_00s2085g00010,LOC100854149
Vitvi00g01262,VIT_00s2086g00010,LOC100232928
Vitvi00g01267,,LOC104878665
Vitvi00g01268,VIT_00s2117g00010,LOC100263268
Vitvi00g01269,VIT_00s2125g00010,LOC100255536
Vitvi00g01273,VIT_00s2164g00010,
Vitvi00g01274,VIT_00s2171g00010,LOC100243464
Vitvi00g01276,VIT_00s2182g00010,
Vitvi00g01277,,LOC104878674
Vitvi00g01279,VIT_00s2191g00010,LOC100854562
Vitvi00g01281,VIT_00s2197g00010,LOC100253133
Vitvi00g01284,VIT_00s2205g00010,LOC104878675
Vitvi00g01285,VIT_00s2207g00010,LOC100854659
Vitvi00g01287,VIT_00s2215g00010,
Vitvi00g01289,VIT_00s2226g00010,LOC104878677
Vitvi00g01289,VIT_00s2226g00020,LOC104878677
Vitvi00g01293,VIT_00s2240g00010,LOC100854767
Vitvi00g01294,VIT_00s2244g00010,
Vitvi00g01297,VIT_00s2255g00010,LOC104878681
Vitvi00g01298,,LOC104878683
Vitvi00g01300,VIT_00s2269g00010,LOC100854922
Vitvi00g01306,VIT_00s2287g00010,
Vitvi00g01308,VIT_00s2300g00010,LOC100246754
Vitvi00g01309,VIT_00s2304g00010,LOC100855258
Vitvi00g01310,,LOC104878687
Vitvi00g01312,VIT_00s2313g00010,
Vitvi00g01313,VIT_00s2317g00010,LOC100855403
Vitvi00g01319,VIT_00s2349g00010,LOC100266307
Vitvi00g01320,VIT_00s2364g00010,LOC100852694
Vitvi00g01326,VIT_00s2376g00010,LOC104878692
Vitvi00g01327,VIT_00s2377g00010,
Vitvi00g01328,VIT_00s2379g00010,LOC100242040
Vitvi00g01329,VIT_00s2380g00010,LOC100249655
Vitvi00g01330,VIT_00s2381g00010,LOC100852872
Vitvi00g01331,VIT_00s2390g00010,LOC100852948
Vitvi00g01332,,LOC100852981
Vitvi00g01333,VIT_00s2397g00010,LOC100853016
Vitvi00g01335,,LOC104878694
Vitvi00g01336,VIT_00s2417g00020,LOC100853167
Vitvi00g01337,VIT_00s2422g00010,LOC100853210
Vitvi00g01338,VIT_00s2430g00010,LOC104878698
Vitvi00g01340,VIT_00s2432g00010,
Vitvi00g01342,VIT_00s2438g00010,
Vitvi00g01343,VIT_00s2438g00020,
Vitvi00g01344,,LOC104878700
Vitvi00g01347,VIT_00s2466g00010,LOC104878704
Vitvi00g01347,VIT_00s2466g00010,LOC104878705
Vitvi00g01349,,LOC104878706
Vitvi00g01350,VIT_00s2472g00010,
Vitvi00g01351,,LOC100853351
Vitvi00g01352,,LOC104878708
Vitvi00g01354,VIT_00s2478g00010,LOC104878709
Vitvi00g01355,VIT_00s2478g00020,LOC100853425
Vitvi00g01356,VIT_00s2481g00010,LOC100264332
Vitvi00g01357,VIT_00s2483g00010,LOC100853511
Vitvi00g01358,VIT_00s2484g00010,LOC100853546
Vitvi00g01359,,LOC104878710
Vitvi00g01363,VIT_00s2497g00010,
Vitvi00g01364,VIT_00s2499g00010,
Vitvi00g01365,VIT_00s2504g00010,
Vitvi00g01366,VIT_00s2505g00010,
Vitvi00g01367,VIT_00s2508g00010,LOC100853659
Vitvi00g01369,VIT_00s2520g00010,LOC100853726
Vitvi00g01371,VIT_00s2525g00010,
Vitvi00g01372,VIT_00s2526g00010,LOC100853800
Vitvi00g01373,VIT_00s2527g00010,LOC100853849
Vitvi00g01374,VIT_00s2531g00010,LOC104878714
Vitvi00g01375,VIT_00s2539g00010,LOC100853888
Vitvi00g01376,,LOC104878715
Vitvi00g01377,VIT_00s2547g00010,LOC100267695
Vitvi00g01378,VIT_00s2549g00010,
Vitvi00g01379,VIT_00s2558g00010,LOC100854003
Vitvi00g01380,,LOC100854067
Vitvi00g01381,VIT_00s2574g00010,LOC100854110
Vitvi00g01382,VIT_00s2576g00010,LOC100854135
Vitvi00g01383,VIT_00s2579g00010,LOC100854216
Vitvi00g01384,VIT_00s2580g00010,LOC100251887
Vitvi00g01385,VIT_00s2582g00010,LOC104878720
Vitvi00g01386,VIT_00s2594g00010,LOC104878723
Vitvi00g01388,VIT_00s2604g00010,LOC100854373
Vitvi00g01389,VIT_00s2607g00010,LOC100854444
Vitvi00g01390,VIT_00s2608g00010,
Vitvi00g01392,VIT_00s2620g00010,LOC100854496
Vitvi00g01394,,LOC100266075
Vitvi00g01395,VIT_00s2630g00010,
Vitvi00g01396,VIT_00s2642g00010,LOC100244257
Vitvi00g01397,VIT_00s2648g00010,LOC100241384
Vitvi00g01399,VIT_00s2651g00010,
Vitvi00g01400,VIT_00s2659g00010,LOC100854754
Vitvi00g01401,VIT_00s2668g00010,LOC100263284
Vitvi00g01402,,LOC104878733
Vitvi00g01406,VIT_00s2705g00010,LOC104878738
Vitvi00g01407,VIT_00s2707g00010,LOC104878739
Vitvi00g01409,VIT_00s2715g00010,
Vitvi00g01411,VIT_00s2740g00010,
Vitvi00g01412,VIT_00s2745g00010,LOC100854869
Vitvi00g01413,VIT_00s2752g00010,
Vitvi00g01417,VIT_00s2783g00010,LOC100855021
Vitvi00g01418,VIT_00s2785g00010,
Vitvi00g01421,VIT_00s2795g00010,
Vitvi00g01422,VIT_00s2814g00010,LOC104878749
Vitvi00g01424,,LOC100855114
Vitvi00g01425,VIT_00s2829g00010,LOC104878751
Vitvi00g01426,,LOC100855220
Vitvi00g01427,VIT_00s2840g00010,LOC100855248
Vitvi00g01428,VIT_00s2844g00010,LOC104878753
Vitvi00g01429,VIT_00s2847g00010,LOC100855282
Vitvi00g01431,VIT_00s2849g00010,LOC100855356
Vitvi00g01432,,LOC104878755
Vitvi00g01433,VIT_00s2855g00010,
Vitvi00g01438,VIT_00s0662g00030,LOC100253630
Vitvi00g01439,,LOC100853415
Vitvi00g01447,VIT_00s0392g00020,
Vitvi00g01448,VIT_00s0392g00030,LOC100853475
Vitvi00g01449,VIT_00s0392g00070,
Vitvi00g01450,,LOC104878381
Vitvi00g01451,VIT_00s0692g00020,LOC100264943
Vitvi00g01451,VIT_00s0692g00010,LOC100264943
Vitvi00g01452,VIT_00s1319g00010,LOC100854868
Vitvi00g01453,VIT_00s0266g00040,LOC104878271
Vitvi00g01454,VIT_00s0372g00080,
Vitvi00g01455,VIT_00s0372g00100,
Vitvi00g01456,VIT_00s0372g00060,LOC100248531
Vitvi00g01457,VIT_00s0522g00020,LOC100854729
Vitvi00g01458,,LOC104878369
Vitvi00g01459,VIT_00s0361g00060,LOC100240859
Vitvi00g01460,VIT_00s0392g00060,LOC100246686
Vitvi00g01461,VIT_00s2271g00010,
Vitvi00g01462,VIT_00s0266g00070,
Vitvi00g01463,VIT_00s0271g00010,LOC100853562
Vitvi00g01464,VIT_00s0271g00060,LOC100266449
Vitvi00g01465,VIT_00s0385g00010,LOC100852527
Vitvi00g01466,VIT_00s0385g00020,
Vitvi00g01467,VIT_00s0266g00020,
Vitvi00g01468,VIT_00s0372g00030,
Vitvi00g01468,VIT_00s0372g00020,
Vitvi00g01469,VIT_00s0145g00060,
Vitvi00g01470,VIT_00s0153g00010,
Vitvi00g01471,VIT_00s0153g00030,
Vitvi00g01472,VIT_00s0153g00090,
Vitvi00g01473,VIT_00s0160g00010,
Vitvi00g01474,VIT_00s0160g00020,
Vitvi00g01475,VIT_00s0160g00030,
Vitvi00g01476,,LOC104878044
Vitvi00g01477,VIT_00s0160g00100,
Vitvi00g01478,VIT_00s0160g00130,LOC100245777
Vitvi00g01479,VIT_00s0160g00120,
Vitvi00g01480,VIT_00s0160g00160,
Vitvi00g01481,VIT_00s0160g00180,
Vitvi00g01482,,LOC104878047
Vitvi00g01483,VIT_00s0160g00210,LOC104878041
Vitvi00g01484,VIT_00s0160g00240,
Vitvi00g01485,VIT_00s0160g00290,
Vitvi00g01486,VIT_00s0160g00300,
Vitvi00g01487,VIT_00s0160g00310,
Vitvi00g01488,VIT_00s0160g00320,
Vitvi00g01489,VIT_00s0160g00330,LOC104878048
Vitvi00g01490,VIT_00s0160g00340,
Vitvi00g01491,VIT_00s0160g00350,
Vitvi00g01492,VIT_00s0160g00360,LOC104878049
Vitvi00g01493,,LOC104878050
Vitvi00g01494,VIT_00s0160g00370,LOC104878043
Vitvi00g01495,,LOC104877852
Vitvi00g01496,,LOC104877846
Vitvi00g01497,,LOC104877847
Vitvi00g01498,,LOC104877848
Vitvi00g01499,,LOC100854107
Vitvi00g01500,,LOC104877856
Vitvi00g01501,,LOC104877850
Vitvi00g01502,,LOC104877851
Vitvi00g01503,,LOC104878051
Vitvi00g01504,VIT_00s0163g00010,
Vitvi00g01505,VIT_00s0163g00020,
Vitvi00g01506,VIT_00s0163g00070,
Vitvi00g01507,VIT_00s0163g00100,
Vitvi00g01508,,LOC104878056
Vitvi00g01509,,LOC104878057
Vitvi00g01510,VIT_00s0163g00150,
Vitvi00g01511,,LOC104878058
Vitvi00g01512,VIT_00s0169g00040,LOC104878060
Vitvi00g01513,VIT_00s0169g00050,
Vitvi00g01514,VIT_00s0169g00060,
Vitvi00g01515,VIT_00s0169g00070,
Vitvi00g01516,VIT_00s0169g00080,
Vitvi00g01517,VIT_00s0169g00100,LOC104878061
Vitvi00g01518,VIT_00s0169g00110,
Vitvi00g01519,VIT_07s0185g00070,
Vitvi00g01520,VIT_07s0185g00090,
Vitvi00g01521,,LOC104879893
Vitvi00g01522,,LOC104879894
Vitvi00g01523,,LOC100249107
Vitvi00g01524,,LOC104879896
Vitvi00g01525,VIT_00s0186g00010,
Vitvi00g01526,VIT_00s0186g00070,
Vitvi00g01527,VIT_00s0186g00100,LOC100256584
Vitvi00g01528,,LOC104878107
Vitvi00g01529,,LOC104878108
Vitvi00g01530,,LOC104878109
Vitvi00g01531,VIT_00s0192g00010,
Vitvi00g01532,,LOC104878130
Vitvi00g01533,VIT_00s0192g00030,
Vitvi00g01534,VIT_00s0192g00040,
Vitvi00g01535,VIT_00s0192g00060,
Vitvi00g01536,VIT_00s0192g00070,
Vitvi00g01537,VIT_00s0192g00090,
Vitvi00g01538,VIT_00s0192g00100,
Vitvi00g01539,VIT_00s0192g00120,LOC100244006
Vitvi00g01540,,LOC104878132
Vitvi00g01541,,LOC104878133
Vitvi00g01542,VIT_00s0193g00010,LOC104878135
Vitvi00g01543,VIT_00s0193g00020,
Vitvi00g01544,VIT_00s0193g00040,LOC104878136
Vitvi00g01544,VIT_00s0193g00040,LOC104878138
Vitvi00g01545,VIT_00s0193g00050,
Vitvi00g01546,VIT_00s0193g00090,
Vitvi00g01547,,LOC104878141
Vitvi00g01548,VIT_00s0193g00100,
Vitvi00g01549,VIT_00s0193g00110,LOC100854986
Vitvi00g01550,VIT_00s0193g00140,LOC104878142
Vitvi00g01551,VIT_00s0193g00150,LOC104878143
Vitvi00g01552,VIT_00s0193g00160,LOC104878139
Vitvi00g01553,VIT_00s0193g00170,LOC104878140
Vitvi00g01554,,LOC104878179
Vitvi00g01555,,LOC104878174
Vitvi00g01556,,LOC104878180
Vitvi00g01557,VIT_00s0202g00030,LOC104878175
Vitvi00g01558,VIT_00s0202g00040,LOC100854349
Vitvi00g01559,VIT_00s0202g00050,LOC100854315
Vitvi00g01559,VIT_00s0202g00050,LOC104878176
Vitvi00g01559,VIT_00s0202g00050,LOC104878181
Vitvi00g01560,VIT_00s0202g00070,
Vitvi00g01561,,LOC104878177
Vitvi00g01562,VIT_00s0202g00080,
Vitvi00g01563,VIT_00s0204g00120,LOC104878187
Vitvi00g01564,,LOC100252729
Vitvi00g01565,VIT_00s0204g00180,
Vitvi00g01566,VIT_00s0204g00210,LOC100852638
Vitvi00g01567,,LOC100248646
Vitvi00g01568,VIT_00s0204g00220,LOC100855178
Vitvi00g01568,VIT_00s0204g00230,LOC100855178
Vitvi00g01569,,LOC104878198
Vitvi00g01570,VIT_00s0213g00070,
Vitvi00g01571,VIT_00s0213g00080,
Vitvi00g01572,VIT_00s0213g00090,
Vitvi00g01573,VIT_00s0213g00100,
Vitvi00g01574,,LOC104878200
Vitvi00g01575,VIT_00s0213g00110,
Vitvi00g01576,VIT_00s0222g00010,LOC104878210
Vitvi00g01577,VIT_00s0222g00020,
Vitvi00g01578,VIT_00s0222g00030,
Vitvi00g01579,VIT_00s0222g00070,
Vitvi00g01580,VIT_00s0222g00090,
Vitvi00g01581,VIT_00s0230g00010,
Vitvi00g01582,VIT_00s0230g00020,
Vitvi00g01583,VIT_00s0230g00030,LOC104878221
Vitvi00g01584,VIT_00s0230g00040,
Vitvi00g01585,VIT_00s0230g00060,
Vitvi00g01586,VIT_00s0230g00070,
Vitvi00g01587,VIT_00s0230g00080,
Vitvi00g01588,VIT_00s0230g00090,
Vitvi00g01589,VIT_00s0230g00100,
Vitvi00g01590,VIT_00s0230g00110,
Vitvi00g01591,VIT_00s0230g00130,
Vitvi00g01592,VIT_00s0230g00140,
Vitvi00g01593,VIT_00s0230g00160,
Vitvi00g01594,VIT_00s0231g00020,LOC100853092
Vitvi00g01595,VIT_00s0231g00080,
Vitvi00g01596,VIT_00s0231g00090,
Vitvi00g01597,VIT_00s0233g00010,
Vitvi00g01598,,LOC100250621
Vitvi00g01599,VIT_00s0233g00070,
Vitvi00g01600,VIT_00s0233g00090,
Vitvi00g01601,VIT_00s0233g00100,LOC100247272
Vitvi00g01602,VIT_00s0233g00150,
Vitvi00g01603,,LOC104878224
Vitvi00g01604,VIT_00s0238g00010,
Vitvi00g01605,VIT_00s0238g00020,LOC100255018
Vitvi00g01606,VIT_00s0238g00030,LOC100261855
Vitvi00g01607,VIT_00s0238g00110,
Vitvi00g01608,VIT_00s0239g00010,
Vitvi00g01609,VIT_00s0239g00020,
Vitvi00g01610,VIT_00s0239g00040,
Vitvi00g01611,VIT_00s0239g00050,
Vitvi00g01612,VIT_00s0239g00060,
Vitvi00g01613,VIT_00s0239g00080,
Vitvi00g01614,VIT_00s0239g00090,
Vitvi00g01615,VIT_00s0239g00100,
Vitvi00g01616,,LOC104878228
Vitvi00g01617,VIT_00s0239g00120,
Vitvi00g01618,VIT_00s0239g00130,
Vitvi00g01619,VIT_00s0239g00140,
Vitvi00g01620,VIT_00s0239g00150,LOC104878229
Vitvi00g01621,VIT_00s0239g00160,
Vitvi00g01622,,LOC104878230
Vitvi00g01623,,LOC104878232
Vitvi00g01624,VIT_00s0240g00070,
Vitvi00g01625,VIT_00s0245g00010,LOC104878234
Vitvi00g01626,VIT_00s0245g00040,
Vitvi00g01627,VIT_00s0245g00060,
Vitvi00g01628,VIT_00s0246g00020,
Vitvi00g01629,VIT_00s0246g00030,
Vitvi00g01630,,LOC104878238
Vitvi00g01631,VIT_00s0246g00040,
Vitvi00g01632,VIT_00s0246g00070,
Vitvi00g01633,VIT_00s0246g00090,
Vitvi00g01634,VIT_00s0246g00110,
Vitvi00g01635,VIT_00s0246g00120,
Vitvi00g01636,VIT_00s0246g00130,
Vitvi00g01637,VIT_00s0246g00150,
Vitvi00g01638,VIT_00s0246g00160,
Vitvi00g01639,VIT_00s0246g00170,
Vitvi00g01640,VIT_00s0246g00180,
Vitvi00g01641,VIT_00s0246g00190,
Vitvi00g01642,VIT_00s0246g00200,
Vitvi00g01643,VIT_00s0246g00240,
Vitvi00g01644,VIT_00s0251g00010,
Vitvi00g01645,VIT_00s0251g00020,
Vitvi00g01646,VIT_00s0251g00060,
Vitvi00g01647,VIT_00s0251g00080,
Vitvi00g01648,VIT_00s0254g00010,
Vitvi00g01649,VIT_00s0254g00030,
Vitvi00g01650,VIT_00s0256g00010,LOC100853163
Vitvi00g01650,VIT_00s0256g00020,LOC100853163
Vitvi00g01651,VIT_00s0256g00030,LOC100245282
Vitvi00g01652,,LOC104878248
Vitvi00g01653,,LOC104878247
Vitvi00g01654,VIT_00s0256g00040,
Vitvi00g01655,VIT_00s0256g00050,LOC100256611
Vitvi00g01656,,LOC104878249
Vitvi00g01657,VIT_00s0256g00100,
Vitvi00g01658,VIT_00s0256g00110,LOC100258235
Vitvi00g01659,VIT_00s0256g00120,
Vitvi00g01660,VIT_00s0256g00130,
Vitvi00g01661,VIT_00s0258g00010,LOC100853347
Vitvi00g01662,VIT_00s0258g00020,
Vitvi00g01663,VIT_00s0258g00030,
Vitvi00g01664,VIT_00s0258g00040,LOC100248236
Vitvi00g01665,VIT_00s0258g00050,LOC100243119
Vitvi00g01666,VIT_00s0258g00060,
Vitvi00g01667,VIT_00s0258g00090,LOC100853615
Vitvi00g01668,VIT_00s0258g00100,LOC100853655
